date,year,week,year_week,month,year_month,day,weekday,weekday_name,hour,n_calls_in_week,share_calls,est_n_calls,best_n_servers
2021-06-28,2021,26,2021 W26,6,2021 M 6,28,0,Mon,10,14744.621987542245,0.023141028982485403,341.2057247495066,41
2021-07-05,2021,27,2021 W27,7,2021 M 7,5,0,Mon,10,14907.221965812892,0.023141028982485403,344.9684555592192,45
2021-07-12,2021,28,2021 W28,7,2021 M 7,12,0,Mon,10,15024.21627009226,0.023141028982485403,347.6758241453337,45
2021-07-19,2021,29,2021 W29,7,2021 M 7,19,0,Mon,10,15093.378830199763,0.023141028982485403,349.2763169532843,45
2021-07-26,2021,30,2021 W30,7,2021 M 7,26,0,Mon,10,15112.830124568613,0.023141028982485403,349.72643992002077,45
2021-08-02,2021,31,2021 W31,8,2021 M 8,2,0,Mon,10,15081.070712419678,0.023141028982485403,348.99149444301554,45
2021-08-09,2021,32,2021 W32,8,2021 M 8,9,0,Mon,10,14997.014765935355,0.023141028982485403,347.0463533492716,45
2021-08-16,2021,33,2021 W33,8,2021 M 8,16,0,Mon,10,14860.023602433455,0.023141028982485403,343.8762368643297,45
2021-08-23,2021,34,2021 W34,8,2021 M 8,23,0,Mon,10,14669.939216541028,0.023141028982485403,339.47748858127517,41
2021-08-30,2021,35,2021 W35,8,2021 M 8,30,0,Mon,10,14427.117812368251,0.023141028982485403,333.8583514297451,41
2021-09-06,2021,36,2021 W36,9,2021 M 9,6,0,Mon,10,14132.463335682305,0.023141028982485403,327.03974364493655,41
2021-09-13,2021,37,2021 W37,9,2021 M 9,13,0,Mon,10,13787.461006081203,0.023141028982485403,319.05603473661245,41
2021-09-20,2021,38,2021 W38,9,2021 M 9,20,0,Mon,10,13394.2108491677,0.023141028982485403,309.95582145811017,38
2021-09-27,2021,39,2021 W39,9,2021 M 9,27,0,Mon,10,12955.461228723118,0.023141028982485403,299.8027037753476,38
2021-10-04,2021,40,2021 W40,10,2021 M10,4,0,Mon,10,12474.64237888123,0.023141028982485403,288.6760608358312,38
2021-10-11,2021,41,2021 W41,10,2021 M10,11,0,Mon,10,11955.899936302148,0.023141028982485403,276.6718269376634,35
2021-10-18,2021,42,2021 W42,10,2021 M10,18,0,Mon,10,11404.128472346118,0.023141028982485403,263.9032674985485,33
2021-10-25,2021,43,2021 W43,10,2021 M10,25,0,Mon,10,10825.005025247476,0.023141028982485403,250.50175502480198,33
2021-11-01,2021,44,2021 W44,11,2021 M11,1,0,Mon,10,10225.022632288443,0.023141028982485403,236.61754508035605,31
2021-11-08,2021,45,2021 W45,11,2021 M11,8,0,Mon,10,9611.52386197302,0.023141028982485403,222.42055225576772,29
2021-11-15,2021,46,2021 W46,11,2021 M11,15,0,Mon,10,8992.734346200836,0.023141028982485403,208.10112613722546,27
2021-11-22,2021,47,2021 W47,11,2021 M11,22,0,Mon,10,8377.796312441054,0.023141028982485403,193.8708272755578,25
2021-11-29,2021,48,2021 W48,11,2021 M11,29,0,Mon,10,7776.802115906185,0.023141028982485403,179.96320315523883,24
2021-12-06,2021,49,2021 W49,12,2021 M12,6,0,Mon,10,7200.827771725955,0.023141028982485403,166.6345641633961,23
2021-12-13,2021,50,2021 W50,12,2021 M12,13,0,Mon,10,6661.966487121259,0.023141028982485403,154.16475955881953,22
2021-12-20,2021,51,2021 W51,12,2021 M12,20,0,Mon,10,6173.36219357787,0.023141028982485403,142.85795344096516,21
2021-12-27,2021,52,2021 W52,12,2021 M12,27,0,Mon,10,5749.243079020458,0.023141028982485403,133.04340071896604,20
2021-03-29,2021,13,2021 W13,3,2021 M 3,29,0,Mon,11,9916.789254223993,0.02430410758965805,241.01871297862476,31
2021-04-05,2021,14,2021 W14,4,2021 M 4,5,0,Mon,11,10373.039545103224,0.02430410758965805,252.10746913596634,33
2021-04-12,2021,15,2021 W15,4,2021 M 4,12,0,Mon,11,10828.901859085996,0.02430410758965805,263.18679586107413,33
2021-04-19,2021,16,2021 W16,4,2021 M 4,19,0,Mon,11,11280.696421834047,0.02430410758965805,274.1672595225253,35
2021-04-26,2021,17,2021 W17,4,2021 M 4,26,0,Mon,11,11724.654089362664,0.02430410758965805,284.95725443939443,35
2021-05-03,2021,18,2021 W18,5,2021 M 5,3,0,Mon,11,12156.94988021456,0.02430410758965805,295.46381785081525,38
2021-05-10,2021,19,2021 W19,5,2021 M 5,10,0,Mon,11,12573.736507633728,0.02430410758965805,305.5934448855414,38
2021-05-17,2021,20,2021 W20,5,2021 M 5,17,0,Mon,11,12971.17791173931,0.02430410758965805,315.25290353150825,41
2021-05-24,2021,21,2021 W21,5,2021 M 5,24,0,Mon,11,13345.482791699462,0.02430410758965805,324.3500496053938,41
2021-05-31,2021,22,2021 W22,5,2021 M 5,31,0,Mon,11,13692.938137905221,0.02430410758965805,332.7946417221805,41
2021-06-07,2021,23,2021 W23,6,2021 M 6,7,0,Mon,11,14009.942764144365,0.02430410758965805,340.49915626471596,41
2021-06-14,2021,24,2021 W24,6,2021 M 6,14,0,Mon,11,14293.040839775287,0.02430410758965805,347.379602353275,45
2021-06-21,2021,25,2021 W25,6,2021 M 6,21,0,Mon,11,14538.955421900844,0.02430410758965805,353.35633681512036,45
2021-06-28,2021,26,2021 W26,6,2021 M 6,28,0,Mon,11,14744.621987542245,0.02430410758965805,358.3548791540644,45
2021-07-05,2021,27,2021 W27,7,2021 M 7,5,0,Mon,11,14907.221965812892,0.02430410758965805,362.30672652003034,45
2021-07-12,2021,28,2021 W28,7,2021 M 7,12,0,Mon,11,15024.21627009226,0.02430410758965805,365.1501686786132,45
2021-07-19,2021,29,2021 W29,7,2021 M 7,19,0,Mon,11,15093.378830199763,0.02430410758965805,366.8311029806422,45
2021-07-26,2021,30,2021 W30,7,2021 M 7,26,0,Mon,11,15112.830124568613,0.02430410758965805,367.3038493317408,45
2021-08-02,2021,31,2021 W31,8,2021 M 8,2,0,Mon,11,15081.070712419678,0.02430410758965805,366.5319651618888,45
2021-08-09,2021,32,2021 W32,8,2021 M 8,9,0,Mon,11,14997.014765935355,0.02430410758965805,364.4890603949833,45
2021-08-16,2021,33,2021 W33,8,2021 M 8,16,0,Mon,11,14860.023602433455,0.02430410758965805,361.1596124184007,45
2021-08-23,2021,34,2021 W34,8,2021 M 8,23,0,Mon,11,14669.939216541028,0.02430410758965805,356.5397810525571,45
2021-08-30,2021,35,2021 W35,8,2021 M 8,30,0,Mon,11,14427.117812368251,0.02430410758965805,350.63822352047004,45
2021-09-06,2021,36,2021 W36,9,2021 M 9,6,0,Mon,11,14132.463335682305,0.02430410758965805,343.4769094173204,45
2021-09-13,2021,37,2021 W37,9,2021 M 9,13,0,Mon,11,13787.461006081203,0.02430410758965805,335.09193568001257,41
2021-09-20,2021,38,2021 W38,9,2021 M 9,20,0,Mon,11,13394.2108491677,0.02430410758965805,325.53434155673693,41
2021-09-27,2021,39,2021 W39,9,2021 M 9,27,0,Mon,11,12955.461228723118,0.02430410758965805,314.8709235765301,41
2021-10-04,2021,40,2021 W40,10,2021 M10,4,0,Mon,11,12474.64237888123,0.02430410758965805,303.1850505188373,38
2021-10-11,2021,41,2021 W41,10,2021 M10,11,0,Mon,11,11955.899936302148,0.02430410758965805,290.57747838307324,38
2021-10-18,2021,42,2021 W42,10,2021 M10,18,0,Mon,11,11404.128472346118,0.02430410758965805,277.16716535818273,35
2021-10-25,2021,43,2021 W43,10,2021 M10,25,0,Mon,11,10825.005025247476,0.02430410758965805,263.0920867922037,33
2021-11-01,2021,44,2021 W44,11,2021 M11,1,0,Mon,11,10225.022632288443,0.02430410758965805,248.51005016182688,33
2021-11-08,2021,45,2021 W45,11,2021 M11,8,0,Mon,11,9611.52386197302,0.02430410758965805,233.59951004195796,31
2021-11-15,2021,46,2021 W46,11,2021 M11,15,0,Mon,11,8992.734346200836,0.02430410758965805,218.56038307527837,29
2021-11-22,2021,47,2021 W47,11,2021 M11,22,0,Mon,11,8377.796312441054,0.02430410758965805,203.61486294180784,26
2021-11-29,2021,48,2021 W48,11,2021 M11,29,0,Mon,11,7776.802115906185,0.02430410758965805,189.00823532846428,25
2021-12-06,2021,49,2021 W49,12,2021 M12,6,0,Mon,11,7200.827771725955,0.02430410758965805,175.00969289862525,23
2021-12-13,2021,50,2021 W50,12,2021 M12,13,0,Mon,11,6661.966487121259,0.02430410758965805,161.91315026169136,23
2021-12-20,2021,51,2021 W51,12,2021 M12,20,0,Mon,11,6173.36219357787,0.02430410758965805,150.03805894264397,21
2021-12-27,2021,52,2021 W52,12,2021 M12,27,0,Mon,11,5749.243079020458,0.02430410758965805,139.73022235161014,20
2021-03-29,2021,13,2021 W13,3,2021 M 3,29,0,Mon,12,9916.789254223993,0.023075870517097582,228.83854477581755,29
2021-04-05,2021,14,2021 W14,4,2021 M 4,5,0,Mon,12,10373.039545103224,0.023075870517097582,239.36691741153479,31
2021-04-12,2021,15,2021 W15,4,2021 M 4,12,0,Mon,12,10828.901859085996,0.023075870517097582,249.88633714262573,33
2021-04-19,2021,16,2021 W16,4,2021 M 4,19,0,Mon,12,11280.696421834047,0.023075870517097582,260.3118899729285,33
2021-04-26,2021,17,2021 W17,4,2021 M 4,26,0,Mon,12,11724.654089362664,0.023075870517097582,270.5565996238915,35
2021-05-03,2021,18,2021 W18,5,2021 M 5,3,0,Mon,12,12156.94988021456,0.023075870517097582,280.5322013186762,35
2021-05-10,2021,19,2021 W19,5,2021 M 5,10,0,Mon,12,12573.736507633728,0.023075870517097582,290.14991556625864,38
2021-05-17,2021,20,2021 W20,5,2021 M 5,17,0,Mon,12,12971.17791173931,0.023075870517097582,299.32122194553256,38
2021-05-24,2021,21,2021 W21,5,2021 M 5,24,0,Mon,12,13345.482791699462,0.023075870517097582,307.95863288941075,38
2021-05-31,2021,22,2021 W22,5,2021 M 5,31,0,Mon,12,13692.938137905221,0.023075870517097582,315.97646746892815,41
2021-06-07,2021,23,2021 W23,6,2021 M 6,7,0,Mon,12,14009.942764144365,0.023075870517097582,323.2916251773436,41
2021-06-14,2021,24,2021 W24,6,2021 M 6,14,0,Mon,12,14293.040839775287,0.023075870517097582,329.82435971424223,41
2021-06-21,2021,25,2021 W25,6,2021 M 6,21,0,Mon,12,14538.955421900844,0.023075870517097582,335.49905276963773,41
2021-06-28,2021,26,2021 W26,6,2021 M 6,28,0,Mon,12,14744.621987542245,0.023075870517097582,340.2449878080748,41
2021-07-05,2021,27,2021 W27,7,2021 M 7,5,0,Mon,12,14907.221965812892,0.023075870517097582,343.9971238527312,45
2021-07-12,2021,28,2021 W28,7,2021 M 7,12,0,Mon,12,15024.21627009226,0.023075870517097582,346.69686926951977,45
2021-07-19,2021,29,2021 W29,7,2021 M 7,19,0,Mon,12,15093.378830199763,0.023075870517097582,348.2928555511915,45
2021-07-26,2021,30,2021 W30,7,2021 M 7,26,0,Mon,12,15112.830124568613,0.023075870517097582,348.74171110143703,45
2021-08-02,2021,31,2021 W31,8,2021 M 8,2,0,Mon,12,15081.070712419678,0.023075870517097582,348.0088350189891,45
2021-08-09,2021,32,2021 W32,8,2021 M 8,9,0,Mon,12,14997.014765935355,0.023075870517097582,346.06917088172474,45
2021-08-16,2021,33,2021 W33,8,2021 M 8,16,0,Mon,12,14860.023602433455,0.023075870517097582,342.9079805307684,45
2021-08-23,2021,34,2021 W34,8,2021 M 8,23,0,Mon,12,14669.939216541028,0.023075870517097582,338.5216178545927,41
2021-08-30,2021,35,2021 W35,8,2021 M 8,30,0,Mon,12,14427.117812368251,0.023075870517097582,332.9183025731219,41
2021-09-06,2021,36,2021 W36,9,2021 M 9,6,0,Mon,12,14132.463335682305,0.023075870517097582,326.11889402183385,41
2021-09-13,2021,37,2021 W37,9,2021 M 9,13,0,Mon,12,13787.461006081203,0.023075870517097582,318.1576649358618,41
2021-09-20,2021,38,2021 W38,9,2021 M 9,20,0,Mon,12,13394.2108491677,0.023075870517097582,309.0830752340975,38
2021-09-27,2021,39,2021 W39,9,2021 M 9,27,0,Mon,12,12955.461228723118,0.023075870517097582,298.9585458032926,38
2021-10-04,2021,40,2021 W40,10,2021 M10,4,0,Mon,12,12474.64237888123,0.023075870517097582,287.8632322821614,35
2021-10-11,2021,41,2021 W41,10,2021 M10,11,0,Mon,12,11955.899936302148,0.023075870517097582,275.8927988454836,35
2021-10-18,2021,42,2021 W42,10,2021 M10,18,0,Mon,12,11404.128472346118,0.023075870517097582,263.1601919882049,33
2021-10-25,2021,43,2021 W43,10,2021 M10,25,0,Mon,12,10825.005025247476,0.023075870517097582,249.79641430954138,33
2021-11-01,2021,44,2021 W44,11,2021 M11,1,0,Mon,12,10225.022632288443,0.023075870517097582,235.9512982970804,31
2021-11-08,2021,45,2021 W45,11,2021 M11,8,0,Mon,12,9611.52386197302,0.023075870517097582,221.7942801108831,29
2021-11-15,2021,46,2021 W46,11,2021 M11,15,0,Mon,12,8992.734346200836,0.023075870517097582,207.51517336758667,27
2021-11-22,2021,47,2021 W47,11,2021 M11,22,0,Mon,12,8377.796312441054,0.023075870517097582,193.32494292450735,25
2021-11-29,2021,48,2021 W48,11,2021 M11,29,0,Mon,12,7776.802115906185,0.023075870517097582,179.45647866374162,24
2021-12-06,2021,49,2021 W49,12,2021 M12,6,0,Mon,12,7200.827771725955,0.023075870517097582,166.16536927626845,23
2021-12-13,2021,50,2021 W50,12,2021 M12,13,0,Mon,12,6661.966487121259,0.023075870517097582,153.73067604605362,22
2021-12-20,2021,51,2021 W51,12,2021 M12,20,0,Mon,12,6173.36219357787,0.023075870517097582,142.45570663414844,21
2021-12-27,2021,52,2021 W52,12,2021 M12,27,0,Mon,12,5749.243079020458,0.023075870517097582,132.6687888627955,20
2021-03-29,2021,13,2021 W13,3,2021 M 3,29,0,Mon,13,9916.789254223993,0.022142475500417015,219.5822631044535,29
2021-04-05,2021,14,2021 W14,4,2021 M 4,5,0,Mon,13,10373.039545103224,0.022142475500417015,229.684773992305,29
2021-04-12,2021,15,2021 W15,4,2021 M 4,12,0,Mon,13,10828.901859085996,0.022142475500417015,239.77869411123194,31
2021-04-19,2021,16,2021 W16,4,2021 M 4,19,0,Mon,13,11280.696421834047,0.022142475500417015,249.7825441481023,33
2021-04-26,2021,17,2021 W17,4,2021 M 4,26,0,Mon,13,11724.654089362664,0.022142475500417015,259.61286592457697,33
2021-05-03,2021,18,2021 W18,5,2021 M 5,3,0,Mon,13,12156.94988021456,0.022142475500417015,269.18496488244847,35
2021-05-10,2021,19,2021 W19,5,2021 M 5,10,0,Mon,13,12573.736507633728,0.022142475500417015,278.4136525689788,35
2021-05-17,2021,20,2021 W20,5,2021 M 5,17,0,Mon,13,12971.17791173931,0.022142475500417015,287.21398912223805,35
2021-05-24,2021,21,2021 W21,5,2021 M 5,24,0,Mon,13,13345.482791699462,0.022142475500417015,295.5020257564422,38
2021-05-31,2021,22,2021 W22,5,2021 M 5,31,0,Mon,13,13692.938137905221,0.022142475500417015,303.19554724729215,38
2021-06-07,2021,23,2021 W23,6,2021 M 6,7,0,Mon,13,14009.942764144365,0.022142475500417015,310.21481441731123,38
2021-06-14,2021,24,2021 W24,6,2021 M 6,14,0,Mon,13,14293.040839775287,0.022142475500417015,316.4833066211841,41
2021-06-21,2021,25,2021 W25,6,2021 M 6,21,0,Mon,13,14538.955421900844,0.022142475500417015,321.92846423109455,41
2021-06-28,2021,26,2021 W26,6,2021 M 6,28,0,Mon,13,14744.621987542245,0.022142475500417015,326.4824311220642,41
2021-07-05,2021,27,2021 W27,7,2021 M 7,5,0,Mon,13,14907.221965812892,0.022142475500417015,330.0827971572904,41
2021-07-12,2021,28,2021 W28,7,2021 M 7,12,0,Mon,13,15024.21627009226,0.022142475500417015,332.6733406734846,41
2021-07-19,2021,29,2021 W29,7,2021 M 7,19,0,Mon,13,15093.378830199763,0.022142475500417015,334.2047709662111,41
2021-07-26,2021,30,2021 W30,7,2021 M 7,26,0,Mon,13,15112.830124568613,0.022142475500417015,334.63547077522475,41
2021-08-02,2021,31,2021 W31,8,2021 M 8,2,0,Mon,13,15081.070712419678,0.022142475500417015,333.9322387698093,41
2021-08-09,2021,32,2021 W32,8,2021 M 8,9,0,Mon,13,14997.014765935355,0.022142475500417015,332.07103203411583,41
2021-08-16,2021,33,2021 W33,8,2021 M 8,16,0,Mon,13,14860.023602433455,0.022142475500417015,329.0377085525014,41
2021-08-23,2021,34,2021 W34,8,2021 M 8,23,0,Mon,13,14669.939216541028,0.022142475500417015,324.8287696948665,41
2021-08-30,2021,35,2021 W35,8,2021 M 8,30,0,Mon,13,14427.117812368251,0.022142475500417015,319.4521027019939,41
2021-09-06,2021,36,2021 W36,9,2021 M 9,6,0,Mon,13,14132.463335682305,0.022142475500417015,312.9277231708872,38
2021-09-13,2021,37,2021 W37,9,2021 M 9,13,0,Mon,13,13787.461006081203,0.022142475500417015,305.288517540108,38
2021-09-20,2021,38,2021 W38,9,2021 M 9,20,0,Mon,13,13394.2108491677,0.022142475500417015,296.5809855751156,38
2021-09-27,2021,39,2021 W39,9,2021 M 9,27,0,Mon,13,12955.461228723118,0.022142475500417015,286.8659828536041,35
2021-10-04,2021,40,2021 W40,10,2021 M10,4,0,Mon,13,12474.64237888123,0.022142475500417015,276.21946325084144,35
2021-10-11,2021,41,2021 W41,10,2021 M10,11,0,Mon,13,11955.899936302148,0.022142475500417015,264.7332214250077,33
2021-10-18,2021,42,2021 W42,10,2021 M10,18,0,Mon,13,11404.128472346118,0.022142475500417015,252.51563530253202,33
2021-10-25,2021,43,2021 W43,10,2021 M10,25,0,Mon,13,10825.005025247476,0.022142475500417015,239.6924085634333,31
2021-11-01,2021,44,2021 W44,11,2021 M11,1,0,Mon,13,10225.022632288443,0.022142475500417015,226.40731312665633,29
2021-11-08,2021,45,2021 W45,11,2021 M11,8,0,Mon,13,9611.52386197302,0.022142475500417015,212.82293163541115,27
2021-11-15,2021,46,2021 W46,11,2021 M11,15,0,Mon,13,8992.734346200836,0.022142475500417015,199.12139994251064,26
2021-11-22,2021,47,2021 W47,11,2021 M11,22,0,Mon,13,8377.796312441054,0.022142475500417015,185.50514959571007,25
2021-11-29,2021,48,2021 W48,11,2021 M11,29,0,Mon,13,7776.802115906185,0.022142475500417015,172.1976503230439,23
2021-12-06,2021,49,2021 W49,12,2021 M12,6,0,Mon,13,7200.827771725955,0.022142475500417015,159.4441525181644,22
2021-12-13,2021,50,2021 W50,12,2021 M12,13,0,Mon,13,6661.966487121259,0.022142475500417015,147.51242972568167,21
2021-12-20,2021,51,2021 W51,12,2021 M12,20,0,Mon,13,6173.36219357787,0.022142475500417015,136.69352112649864,20
2021-12-27,2021,52,2021 W52,12,2021 M12,27,0,Mon,13,5749.243079020458,0.022142475500417015,127.30247402315258,19
2021-03-29,2021,13,2021 W13,3,2021 M 3,29,0,Mon,14,9916.789254223993,0.021204193598832362,210.27751922538596,27
2021-04-05,2021,14,2021 W14,4,2021 M 4,5,0,Mon,14,10373.039545103224,0.021204193598832362,219.95193872271273,29
2021-04-12,2021,15,2021 W15,4,2021 M 4,12,0,Mon,14,10828.901859085996,0.021204193598832362,229.61813148281513,29
2021-04-19,2021,16,2021 W16,4,2021 M 4,19,0,Mon,14,11280.696421834047,0.021204193598832362,239.19807085822464,31
2021-04-26,2021,17,2021 W17,4,2021 M 4,26,0,Mon,14,11724.654089362664,0.021204193598832362,248.6118351901875,33
2021-05-03,2021,18,2021 W18,5,2021 M 5,3,0,Mon,14,12156.94988021456,0.021204193598832362,257.77831883137145,33
2021-05-10,2021,19,2021 W19,5,2021 M 5,10,0,Mon,14,12573.736507633728,0.021204193598832362,266.6159431685719,33
2021-05-17,2021,20,2021 W20,5,2021 M 5,17,0,Mon,14,12971.17791173931,0.021204193598832362,275.0433676454184,35
2021-05-24,2021,21,2021 W21,5,2021 M 5,24,0,Mon,14,13345.482791699462,0.021204193598832362,282.98020078508114,35
2021-05-31,2021,22,2021 W22,5,2021 M 5,31,0,Mon,14,13692.938137905221,0.021204193598832362,290.3477112129774,38
2021-06-07,2021,23,2021 W23,6,2021 M 6,7,0,Mon,14,14009.942764144365,0.021204193598832362,297.0695386794777,38
2021-06-14,2021,24,2021 W24,6,2021 M 6,14,0,Mon,14,14293.040839775287,0.021204193598832362,303.07240508261265,38
2021-06-21,2021,25,2021 W25,6,2021 M 6,21,0,Mon,14,14538.955421900844,0.021204193598832362,308.28682549077894,38
2021-06-28,2021,26,2021 W26,6,2021 M 6,28,0,Mon,14,14744.621987542245,0.021204193598832362,312.64781916544615,38
2021-07-05,2021,27,2021 W27,7,2021 M 7,5,0,Mon,14,14907.221965812892,0.021204193598832362,316.0956205838629,41
2021-07-12,2021,28,2021 W28,7,2021 M 7,12,0,Mon,14,15024.21627009226,0.021204193598832362,318.5763904617633,41
2021-07-19,2021,29,2021 W29,7,2021 M 7,19,0,Mon,14,15093.378830199763,0.021204193598832362,320.04292677607367,41
2021-07-26,2021,30,2021 W30,7,2021 M 7,26,0,Mon,14,15112.830124568613,0.021204193598832362,320.45537578761866,41
2021-08-02,2021,31,2021 W31,8,2021 M 8,2,0,Mon,14,15081.070712419678,0.021204193598832362,319.78194306382755,41
2021-08-09,2021,32,2021 W32,8,2021 M 8,9,0,Mon,14,14997.014765935355,0.021204193598832362,317.99960450144084,41
2021-08-16,2021,33,2021 W33,8,2021 M 8,16,0,Mon,14,14860.023602433455,0.021204193598832362,315.0948173492173,41
2021-08-23,2021,34,2021 W34,8,2021 M 8,23,0,Mon,14,14669.939216541028,0.021204193598832362,311.0642312306391,38
2021-08-30,2021,35,2021 W35,8,2021 M 8,30,0,Mon,14,14427.117812368251,0.021204193598832362,305.91539916661924,38
2021-09-06,2021,36,2021 W36,9,2021 M 9,6,0,Mon,14,14132.463335682305,0.021204193598832362,299.6674885982078,38
2021-09-13,2021,37,2021 W37,9,2021 M 9,13,0,Mon,14,13787.461006081203,0.021204193598832362,292.35199240929785,38
2021-09-20,2021,38,2021 W38,9,2021 M 9,20,0,Mon,14,13394.2108491677,0.021204193598832362,284.01343994933274,35
2021-09-27,2021,39,2021 W39,9,2021 M 9,27,0,Mon,14,12955.461228723118,0.021204193598832362,274.71010805601156,35
2021-10-04,2021,40,2021 W40,10,2021 M10,4,0,Mon,14,12474.64237888123,0.021204193598832362,264.51473207799626,33
2021-10-11,2021,41,2021 W41,10,2021 M10,11,0,Mon,14,11955.899936302148,0.021204193598832362,253.51521689761827,33
2021-10-18,2021,42,2021 W42,10,2021 M10,18,0,Mon,14,11404.128472346118,0.021204193598832362,241.81534795358343,31
2021-10-25,2021,43,2021 W43,10,2021 M10,25,0,Mon,14,10825.005025247476,0.021204193598832362,229.53550226368068,29
2021-11-01,2021,44,2021 W44,11,2021 M11,1,0,Mon,14,10225.022632288443,0.021204193598832362,216.81335944748662,27
2021-11-08,2021,45,2021 W45,11,2021 M11,8,0,Mon,14,9611.52386197302,0.021204193598832362,203.80461274907282,26
2021-11-15,2021,46,2021 W46,11,2021 M11,15,0,Mon,14,8992.734346200836,0.021204193598832362,190.6836800597117,25
2021-11-22,2021,47,2021 W47,11,2021 M11,22,0,Mon,14,8377.796312441054,0.021204193598832362,177.64441494058397,24
2021-11-29,2021,48,2021 W48,11,2021 M11,29,0,Mon,14,7776.802115906185,0.021204193598832362,164.9008176454839,23
2021-12-06,2021,49,2021 W49,12,2021 M12,6,0,Mon,14,7200.827771725955,0.021204193598832362,152.6877461435258,21
2021-12-13,2021,50,2021 W50,12,2021 M12,13,0,Mon,14,6661.966487121259,0.021204193598832362,141.26162714185233,21
2021-12-20,2021,51,2021 W51,12,2021 M12,20,0,Mon,14,6173.36219357787,0.021204193598832362,130.90116710833757,19
2021-12-27,2021,52,2021 W52,12,2021 M12,27,0,Mon,14,5749.243079020458,0.021204193598832362,121.90806329429685,18
2021-03-29,2021,13,2021 W13,3,2021 M 3,29,0,Mon,15,9916.789254223993,0.019871702981651376,197.06349059157125,26
2021-04-05,2021,14,2021 W14,4,2021 M 4,5,0,Mon,15,10373.039545103224,0.019871702981651376,206.12996085721537,27
